orderid,saleamount,profitrate,profit,shippingdate,country,district,city,subclass,customer,discount,num,province,class,type,orderdate
CN-2016-2831197,65,14%,9,2016/3/12,中国,东北,哈尔滨,美术,黄丽,0.20 ,1,黑龙江,办公用品,消费者,2016/3/7
CN-2016-2831197,439,34%,149,2016/3/12,中国,东北,哈尔滨,用品,黄丽,0.00 ,3,黑龙江,办公用品,消费者,2016/3/7
US-2018-3405401,1281,-20%,-257,2018/5/18,中国,中南,武汉,配件,万刚,0.40 ,4,湖北,技术,公司,2018/5/13
US-2017-3065733,2662,-28%,-732,2017/6/24,中国,华东,苏州,桌子,毛升,0.60 ,3,江苏,家具,小型企业,2017/6/19
US-2015-3069391,2570,-22%,-557,2015/2/5,中国,西南,成都,椅子,贺丹,0.40 ,2,四川,家具,消费者,2015/2/1
US-2015-3069391,939,17%,157,2015/2/5,中国,西南,成都,配件,贺丹,0.40 ,4,四川,技术,消费者,2015/2/1
CN-2016-3065733,161,45%,72,2016/1/8,中国,华北,廊坊,标签,黄丽,0.00 ,4,河北,办公用品,消费者,2016/1/3
CN-2018-1628412,491,27%,132,2018/5/1,中国,华东,上海,装订机,常盛,0.00 ,2,上海,办公用品,消费者,2018/4/29
CN-2018-2828219,1515,48%,727,2018/5/26,中国,华北,集宁,纸张,周诚,0.00 ,7,内蒙古,办公用品,公司,2018/5/22
CN-2018-2828219,8945,12%,1043,2018/5/26,中国,华北,集宁,电话,周诚,0.40 ,5,内蒙古,技术,公司,2018/5/22
US-2017-4870971,890,-62%,-550,2017/12/3,中国,中南,枝江,配件,傅晨,0.40 ,8,湖北,技术,公司,2017/11/29
US-2017-4870971,1411,13%,188,2017/12/3,中国,中南,枝江,电话,傅晨,0.40 ,4,湖北,技术,公司,2017/11/29
US-2016-5033587,667,-57%,-379,2016/4/2,中国,西北,肃州,用品,彭丽雪,0.40 ,9,甘肃,办公用品,小型企业,2016/3/26
US-2016-5033587,2909,48%,1396,2016/4/2,中国,西北,肃州,收纳具,彭丽雪,0.00 ,3,甘肃,办公用品,小型企业,2016/3/26
CN-2017-5339863,44,14%,6,2017/4/12,中国,华东,潍坊,标签,贾柏,0.00 ,1,山东,办公用品,小型企业,2017/4/10
CN-2017-5339863,218,32%,70,2017/4/12,中国,华东,潍坊,收纳具,贾柏,0.00 ,3,山东,办公用品,小型企业,2017/4/10
CN-2017-2995973,148,50%,74,2017/8/7,中国,华东,潍坊,装订机,陈健,0.00 ,5,山东,办公用品,公司,2017/8/5
CN-2017-2995973,188,26%,49,2017/8/7,中国,华东,潍坊,装订机,陈健,0.00 ,4,山东,办公用品,公司,2017/8/5
CN-2017-2995973,390,6%,23,2017/8/7,中国,华东,潍坊,配件,陈健,0.00 ,2,山东,技术,公司,2017/8/5
CN-2017-3266914,349,8%,28,2017/10/28,中国,中南,河源,配件,赵德伟,0.00 ,2,广东,技术,消费者,2017/10/26
CN-2017-3266914,464,15%,69,2017/10/28,中国,中南,河源,用品,赵德伟,0.00 ,2,广东,办公用品,消费者,2017/10/26
CN-2017-3266914,1138,33%,375,2017/10/28,中国,中南,河源,配件,赵德伟,0.00 ,3,广东,技术,消费者,2017/10/26
CN-2017-3266914,290,12%,34,2017/10/28,中国,中南,河源,标签,赵德伟,0.00 ,7,广东,办公用品,消费者,2017/10/26
US-2015-1255631,226,-19%,-43,2015/2/3,中国,东北,朗乡,美术,范晒明,0.20 ,2,黑龙江,办公用品,消费者,2015/1/30
US-2015-1255631,354,31%,110,2015/2/3,中国,东北,朗乡,用品,范晒明,0.00 ,4,黑龙江,办公用品,消费者,2015/1/30
US-2015-1255631,154,47%,72,2015/2/3,中国,东北,朗乡,标签,范晒明,0.00 ,3,黑龙江,办公用品,消费者,2015/1/30
US-2015-1255631,747,20%,149,2015/2/3,中国,东北,朗乡,配件,范晒明,0.00 ,5,黑龙江,技术,消费者,2015/1/30
US-2015-1255631,141,26%,37,2015/2/3,中国,东北,朗乡,装订机,范晒明,0.00 ,3,黑龙江,办公用品,消费者,2015/1/30
US-2015-1255631,5241,31%,1625,2015/2/3,中国,东北,朗乡,器具,范晒明,0.00 ,2,黑龙江,办公用品,消费者,2015/1/30
US-2015-1255631,2672,3%,80,2015/2/3,中国,东北,朗乡,椅子,范晒明,0.00 ,4,黑龙江,家具,消费者,2015/1/30
US-2015-1255631,1958,11%,215,2015/2/3,中国,东北,朗乡,配件,范晒明,0.00 ,4,黑龙江,技术,消费者,2015/1/30
CN-2017-3253076,1166,7%,81,2017/11/13,中国,中南,平顶山,设备,巩德,0.00 ,3,河南,技术,小型企业,2017/11/9
CN-2017-3253076,7414,40%,2965,2017/11/13,中国,中南,平顶山,电话,巩德,0.00 ,11,河南,技术,小型企业,2017/11/9
US-2015-5555490,627,-40%,-251,2015/9/24,中国,华北,呼和浩特,电话,沈彩,0.40 ,3,内蒙古,技术,消费者,2015/9/19
US-2015-5555490,63,41%,26,2015/9/24,中国,华北,呼和浩特,标签,沈彩,0.00 ,1,内蒙古,办公用品,消费者,2015/9/19
CN-2018-4159546,1182,8%,94,2018/7/23,中国,西南,重庆,配件,洪梦,0.00 ,6,重庆,技术,公司,2018/7/21
CN-2018-4159546,83,13%,11,2018/7/23,中国,西南,重庆,装订机,洪梦,0.00 ,2,重庆,办公用品,公司,2018/7/21
CN-2018-4159546,14844,33%,4898,2018/7/23,中国,西南,重庆,电话,洪梦,0.00 ,5,重庆,技术,公司,2018/7/21
CN-2015-3174894,73,3%,2,2015/3/27,中国,西南,遂宁,标签,郭冬露,0.00 ,2,四川,办公用品,消费者,2015/3/22
CN-2015-5340374,150,15%,22,2015/12/21,中国,华北,秦皇岛,用品,白忠,0.00 ,2,河北,办公用品,消费者,2015/12/17
CN-2017-2862017,864,35%,302,2017/11/18,中国,中南,珠海,收纳具,贾丹,0.00 ,3,广东,办公用品,消费者,2017/11/15
CN-2017-2045726,2037,-53%,-1087,2017/2/6,中国,东北,新民,书架,曹诚,0.40 ,2,辽宁,家具,公司,2017/2/1
CN-2017-2662386,97,20%,19,2017/11/13,中国,华北,临汾,标签,白立,0.00 ,3,山西,办公用品,公司,2017/11/11
US-2018-3189070,3183,-42%,-1327,2018/8/9,中国,东北,丹东,器具,范彩,0.40 ,2,辽宁,办公用品,公司,2018/8/5
US-2017-3585437,141,-48%,-68,2017/7/5,中国,华北,满洲里,系固件,贾君,0.40 ,3,内蒙古,办公用品,消费者,2017/7/3
US-2017-3585437,84,-62%,-52,2017/7/5,中国,华北,满洲里,装订机,贾君,0.40 ,1,内蒙古,办公用品,消费者,2017/7/3
CN-2017-4347413,1047,2%,17,2017/12/15,中国,华东,徐州,电话,倪芬,0.40 ,3,江苏,技术,小型企业,2017/12/9
CN-2016-1255631,231,11%,25,2016/7/23,中国,华东,莱州,标签,白斯云,0.00 ,6,山东,办公用品,消费者,2016/7/19
CN-2016-1255631,2836,5%,142,2016/7/23,中国,华东,莱州,电话,白斯云,0.00 ,4,山东,技术,消费者,2016/7/19
CN-2015-4590873,475,11%,52,2015/10/7,中国,东北,开原,纸张,薛婷,0.00 ,3,辽宁,办公用品,消费者,2015/10/3
CN-2015-4590873,584,2%,11,2015/10/7,中国,东北,开原,收纳具,薛婷,0.00 ,2,辽宁,办公用品,消费者,2015/10/3
US-2017-1815663,2138,-17%,-357,2017/10/7,中国,中南,钟祥,设备,贾廉,0.40 ,3,湖北,技术,消费者,2017/10/4
US-2017-1815663,172,18%,31,2017/10/7,中国,中南,钟祥,标签,贾廉,0.00 ,4,湖北,办公用品,消费者,2017/10/4
US-2017-1815663,61,-52%,-31,2017/10/7,中国,中南,钟祥,用品,贾廉,0.40 ,1,湖北,办公用品,消费者,2017/10/4
CN-2016-3694355,394,21%,82,2016/1/20,中国,西北,西安,系固件,廖宣,0.00 ,6,陕西,办公用品,消费者,2016/1/16
CN-2018-2577941,3709,40%,1483,2018/10/8,中国,华东,南昌,设备,唐安,0.00 ,3,江西,技术,消费者,2018/10/5
CN-2018-2577941,356,2%,7,2018/10/8,中国,华东,南昌,配件,唐安,0.00 ,2,江西,技术,消费者,2018/10/5
CN-2017-2662386,263,46%,121,2017/3/6,中国,东北,哈尔滨,系固件,段杰,0.00 ,4,黑龙江,办公用品,公司,2017/3/4
CN-2017-2662386,2671,0%,0,2017/3/6,中国,东北,哈尔滨,电话,段杰,0.00 ,7,黑龙江,技术,公司,2017/3/4
US-2016-1388500,203,-33%,-68,2016/5/14,中国,西南,潼川,用品,徐虢,0.40 ,3,四川,办公用品,公司,2016/5/10
CN-2016-3103245,192,13%,25,2016/4/4,中国,华东,泰兴,标签,沈聪,0.00 ,4,江苏,办公用品,消费者,2016/3/28
CN-2016-3103245,139,15%,21,2016/4/4,中国,华东,泰兴,纸张,沈聪,0.00 ,1,江苏,办公用品,消费者,2016/3/28
CN-2017-4725073,1555,30%,466,2018/1/3,中国,华东,芜湖,椅子,徐关茵,0.00 ,6,安徽,家具,公司,2017/12/30
CN-2017-4725073,3933,7%,275,2018/1/3,中国,华东,芜湖,收纳具,徐关茵,0.00 ,4,安徽,办公用品,公司,2017/12/30
CN-2017-4725073,1458,8%,116,2018/1/3,中国,华东,芜湖,设备,徐关茵,0.00 ,4,安徽,技术,公司,2017/12/30
CN-2017-4725073,3485,36%,1254,2018/1/3,中国,华东,芜湖,椅子,徐关茵,0.00 ,5,安徽,家具,公司,2017/12/30
CN-2017-4015472,457,11%,50,2017/9/19,中国,华东,泰兴,纸张,冯立,0.00 ,3,江苏,办公用品,消费者,2017/9/13
CN-2017-4015472,743,12%,86,2017/9/19,中国,华东,泰兴,电话,冯立,0.40 ,3,江苏,技术,消费者,2017/9/13
US-2015-4650370,410,-17%,-69,2015/8/12,中国,西南,成都,电话,陈健,0.40 ,2,四川,技术,公司,2015/8/10
US-2018-2998954,274,-40%,-110,2018/3/27,中国,华东,扬州,用具,赖芳茵,0.40 ,2,江苏,家具,公司,2018/3/25
CN-2016-4251154,2470,3%,82,2016/5/30,中国,西北,肃州,书架,吕关茵,0.40 ,7,甘肃,家具,小型企业,2016/5/28
CN-2017-4992845,486,36%,175,2017/7/26,中国,华东,无锡,信封,贺升,0.00 ,6,江苏,办公用品,消费者,2017/7/22
CN-2018-1267778,176,9%,16,2018/10/18,中国,华北,北京,系固件,邓康,0.00 ,2,北京,办公用品,消费者,2018/10/14
CN-2018-1267778,3838,7%,269,2018/10/18,中国,华北,北京,书架,邓康,0.00 ,2,北京,家具,消费者,2018/10/14
CN-2018-4571372,658,6%,39,2018/12/7,中国,华东,上海,椅子,钱幂,0.00 ,1,上海,家具,小型企业,2018/12/1
CN-2018-4571372,131,14%,18,2018/12/7,中国,华东,上海,标签,钱幂,0.00 ,3,上海,办公用品,小型企业,2018/12/1
CN-2017-1776641,2370,39%,924,2017/10/22,中国,西南,重庆,收纳具,林康,0.00 ,4,重庆,办公用品,公司,2017/10/18
CN-2017-1776641,269,6%,16,2017/10/22,中国,西南,重庆,用品,林康,0.00 ,4,重庆,办公用品,公司,2017/10/18
CN-2015-2686699,1211,30%,363,2015/11/30,中国,华东,宜春,用具,程德,0.00 ,5,江西,家具,小型企业,2015/11/25
CN-2015-2686699,2312,15%,347,2015/11/30,中国,华东,宜春,配件,程德,0.00 ,2,江西,技术,小型企业,2015/11/25
CN-2017-1424056,304,11%,33,2017/5/3,中国,西南,内江,纸张,郝立勤,0.00 ,2,四川,办公用品,消费者,2017/5/1
CN-2017-1424056,104,17%,17,2017/5/3,中国,西南,内江,装订机,郝立勤,0.40 ,3,四川,办公用品,消费者,2017/5/1
CN-2018-1574908,1586,7%,106,2018/9/19,中国,华东,金华,器具,吕欢悦,0.40 ,2,浙江,办公用品,小型企业,2018/9/17
CN-2018-1574908,567,43%,244,2018/9/19,中国,华东,金华,收纳具,吕欢悦,0.00 ,2,浙江,办公用品,小型企业,2018/9/17
CN-2018-1574908,451,-65%,-294,2018/9/19,中国,华东,金华,椅子,吕欢悦,0.40 ,1,浙江,家具,小型企业,2018/9/17
CN-2018-1574908,2597,12%,303,2018/9/19,中国,华东,金华,椅子,吕欢悦,0.40 ,2,浙江,家具,小型企业,2018/9/17
CN-2018-1574908,1716,-48%,-830,2018/9/19,中国,华东,金华,书架,吕欢悦,0.40 ,5,浙江,家具,小型企业,2018/9/17
CN-2015-5171199,5937,33%,1959,2015/9/29,中国,华东,厦门,电话,刘明,0.00 ,2,福建,技术,公司,2015/9/25
CN-2015-5171199,2776,3%,83,2015/9/29,中国,华东,厦门,复印机,刘明,0.00 ,4,福建,技术,公司,2015/9/25
CN-2015-5171199,1170,33%,386,2015/9/29,中国,华东,厦门,书架,刘明,0.00 ,2,福建,家具,公司,2015/9/25
CN-2015-5171199,15964,22%,3512,2015/9/29,中国,华东,厦门,器具,刘明,0.00 ,6,福建,办公用品,公司,2015/9/25
CN-2015-5171199,155,33%,51,2015/9/29,中国,华东,厦门,系固件,刘明,0.00 ,2,福建,办公用品,公司,2015/9/25
CN-2015-5171199,1969,13%,256,2015/9/29,中国,华东,厦门,收纳具,刘明,0.00 ,3,福建,办公用品,公司,2015/9/25
CN-2015-5171199,15351,47%,7215,2015/9/29,中国,华东,厦门,椅子,刘明,0.00 ,7,福建,家具,公司,2015/9/25
CN-2015-5171199,325,21%,68,2015/9/29,中国,华东,厦门,收纳具,刘明,0.00 ,3,福建,办公用品,公司,2015/9/25
CN-2017-2505404,82,36%,29,2017/1/26,中国,东北,开原,收纳具,陶磊,0.00 ,1,辽宁,办公用品,公司,2017/1/22
CN-2016-3028018,2389,27%,657,2016/8/16,中国,西南,昆明,复印机,陈安,0.20 ,2,云南,技术,消费者,2016/8/10
CN-2016-3028018,953,11%,105,2016/8/16,中国,西南,昆明,电话,陈安,0.00 ,3,云南,技术,消费者,2016/8/10
CN-2018-3361827,556,37%,206,2018/9/17,中国,西北,榆林,收纳具,付涛,0.00 ,4,陕西,办公用品,公司,2018/9/15
CN-2018-2693856,6994,3%,210,2018/9/10,中国,华东,宜春,器具,涂辉,0.00 ,3,江西,办公用品,小型企业,2018/9/8
CN-2017-1108121,301,4%,12,2017/5/7,中国,华东,南昌,标签,孟斯云,0.00 ,6,江西,办公用品,公司,2017/4/30
CN-2017-1108121,6665,45%,2999,2017/5/7,中国,华东,南昌,椅子,孟斯云,0.00 ,3,江西,家具,公司,2017/4/30
CN-2017-4733722,6374,1%,63,2017/12/2,中国,中南,周口,电话,武欢,0.00 ,10,河南,技术,小型企业,2017/11/29
CN-2017-4733722,4369,15%,655,2017/12/2,中国,中南,周口,设备,武欢,0.00 ,3,河南,技术,小型企业,2017/11/29
CN-2017-4733722,177,50%,88,2017/12/2,中国,中南,周口,装订机,武欢,0.00 ,6,河南,办公用品,小型企业,2017/11/29
CN-2017-4733722,265,47%,124,2017/12/2,中国,中南,周口,用具,武欢,0.00 ,3,河南,家具,小型企业,2017/11/29
CN-2017-4733722,1167,36%,420,2017/12/2,中国,中南,周口,用具,武欢,0.00 ,5,河南,家具,小型企业,2017/11/29
CN-2017-4733722,577,42%,242,2017/12/2,中国,中南,周口,信封,武欢,0.00 ,4,河南,办公用品,小型企业,2017/11/29
CN-2017-1391849,2530,23%,590,2017/3/31,中国,中南,怀化,椅子,常丽华,0.10 ,6,湖南,家具,消费者,2017/3/27
CN-2017-1391849,772,26%,200,2017/3/31,中国,中南,怀化,收纳具,常丽华,0.00 ,3,湖南,办公用品,消费者,2017/3/27
US-2018-1947265,162,-28%,-46,2018/11/10,中国,东北,沈阳,椅子,俞毅,0.40 ,1,辽宁,家具,消费者,2018/11/4
CN-2018-2883758,984,25%,246,2018/3/31,中国,东北,哈尔滨,配件,秦诚,0.00 ,3,黑龙江,技术,公司,2018/3/27
CN-2018-2883758,146,20%,29,2018/3/31,中国,东北,哈尔滨,装订机,秦诚,0.00 ,3,黑龙江,办公用品,公司,2018/3/27
CN-2018-2075002,2724,12%,327,2018/4/19,中国,华东,黄山,书架,潘舟,0.00 ,3,安徽,家具,消费者,2018/4/15
CN-2018-3184596,706,11%,78,2018/12/7,中国,华北,邢台,信封,卢芳,0.00 ,3,河北,办公用品,消费者,2018/12/1
CN-2018-3184596,967,11%,106,2018/12/7,中国,华北,邢台,用品,卢芳,0.00 ,7,河北,办公用品,消费者,2018/12/1
CN-2018-3184596,275,15%,40,2018/12/7,中国,华北,邢台,标签,卢芳,0.00 ,9,河北,办公用品,消费者,2018/12/1
CN-2017-2000071,8580,8%,686,2017/11/3,中国,华北,塘沽,椅子,贺斯云,0.00 ,4,天津,家具,消费者,2017/10/31
CN-2017-2000071,393,12%,47,2017/11/3,中国,华北,塘沽,美术,贺斯云,0.00 ,5,天津,办公用品,消费者,2017/10/31
CN-2017-2000071,1161,11%,128,2017/11/3,中国,华北,塘沽,书架,贺斯云,0.00 ,2,天津,家具,消费者,2017/10/31
CN-2018-1501002,634,24%,152,2018/8/5,中国,华北,邯郸,纸张,李彩,0.00 ,4,河北,办公用品,消费者,2018/7/31
CN-2018-1501002,1897,50%,948,2018/8/5,中国,华北,邯郸,收纳具,李彩,0.00 ,2,河北,办公用品,消费者,2018/7/31
CN-2018-1501002,1370,34%,466,2018/8/5,中国,华北,邯郸,书架,李彩,0.00 ,2,河北,家具,消费者,2018/7/31
CN-2018-1501002,703,3%,21,2018/8/5,中国,华北,邯郸,装订机,李彩,0.00 ,5,河北,办公用品,消费者,2018/7/31
CN-2018-1501002,1996,10%,199,2018/8/5,中国,华北,邯郸,信封,李彩,0.00 ,9,河北,办公用品,消费者,2018/7/31
CN-2017-1608087,8907,27%,2405,2017/3/21,中国,中南,焦作,电话,熊宣,0.00 ,3,河南,技术,消费者,2017/3/19
CN-2015-3095328,178,39%,69,2015/2/17,中国,中南,海门,用具,邓保,0.00 ,2,广东,家具,消费者,2015/2/11
CN-2018-4833083,837,49%,410,2018/5/30,中国,华北,北京,纸张,巩荣,0.00 ,6,北京,办公用品,消费者,2018/5/25
CN-2018-1108121,338,5%,17,2018/1/25,中国,中南,宜昌,纸张,孙斯云,0.00 ,4,湖北,办公用品,消费者,2018/1/20
CN-2018-3184596,697,33%,229,2018/4/8,中国,东北,白城,系固件,徐丽丽,0.00 ,9,吉林,办公用品,公司,2018/4/2
CN-2016-2556865,887,10%,88,2016/9/20,中国,华北,天津,信封,吕欢悦,0.00 ,4,天津,办公用品,小型企业,2016/9/18
CN-2015-1182921,368,6%,22,2015/5/18,中国,华北,宣化,用品,唐蔓楚,0.00 ,2,河北,办公用品,公司,2015/5/13
CN-2015-1182921,35621,-7%,-2375,2015/5/18,中国,华北,宣化,桌子,唐蔓楚,0.25 ,11,河北,家具,公司,2015/5/13
CN-2015-1182921,11551,12%,1385,2015/5/18,中国,华北,宣化,器具,唐蔓楚,0.00 ,8,河北,办公用品,公司,2015/5/13
CN-2016-3819209,1584,16%,253,2016/9/23,中国,东北,牡丹江,电话,袁关茵,0.00 ,2,黑龙江,技术,消费者,2016/9/19
CN-2017-2966078,417,28%,117,2017/10/11,中国,中南,宜昌,纸张,常刚,0.00 ,3,湖北,办公用品,消费者,2017/10/4
CN-2017-2966078,1064,-35%,-373,2017/10/11,中国,中南,宜昌,复印机,常刚,0.40 ,1,湖北,技术,消费者,2017/10/4
CN-2017-4619981,1352,9%,121,2017/8/18,中国,西南,昆明,配件,卢淑芳,0.00 ,5,云南,技术,消费者,2017/8/13
CN-2017-4619981,878,4%,35,2017/8/18,中国,西南,昆明,椅子,卢淑芳,0.00 ,4,云南,家具,消费者,2017/8/13
CN-2017-3074981,215,36%,77,2018/1/4,中国,东北,抚顺,纸张,刘明,0.00 ,3,辽宁,办公用品,公司,2017/12/31
CN-2017-3074981,5908,13%,767,2018/1/4,中国,东北,抚顺,收纳具,刘明,0.00 ,9,辽宁,办公用品,公司,2017/12/31
CN-2017-3074981,78,-24%,-18,2018/1/4,中国,东北,抚顺,装订机,刘明,0.40 ,3,辽宁,办公用品,公司,2017/12/31
CN-2017-3074981,116,-60%,-70,2018/1/4,中国,东北,抚顺,系固件,刘明,0.40 ,3,辽宁,办公用品,公司,2017/12/31
CN-2017-3074981,2363,-47%,-1103,2018/1/4,中国,东北,抚顺,书架,刘明,0.40 ,5,辽宁,家具,公司,2017/12/31
US-2017-2756371,196,-52%,-101,2017/3/29,中国,华东,嘉兴,器具,彭琼,0.40 ,1,浙江,办公用品,公司,2017/3/27
US-2017-5364655,454,-27%,-121,2017/7/18,中国,华东,淮阴,电话,王嘉丽,0.40 ,2,江苏,技术,公司,2017/7/12
US-2017-5364655,143,-64%,-91,2017/7/18,中国,华东,淮阴,系固件,王嘉丽,0.40 ,5,江苏,办公用品,公司,2017/7/12
US-2017-5364655,433,48%,208,2017/7/18,中国,华东,淮阴,纸张,王嘉丽,0.00 ,2,江苏,办公用品,公司,2017/7/12
US-2018-5835982,1653,-32%,-523,2018/11/21,中国,东北,凤城,书架,袁德,0.40 ,3,辽宁,家具,消费者,2018/11/19
US-2018-5835982,1690,-45%,-761,2018/11/21,中国,东北,凤城,设备,袁德,0.40 ,2,辽宁,技术,消费者,2018/11/19
US-2017-3381572,125,-37%,-46,2017/1/20,中国,华北,包头,装订机,黄雯,0.40 ,3,内蒙古,办公用品,小型企业,2017/1/15
US-2017-3381572,158,10%,16,2017/1/20,中国,华北,包头,用具,黄雯,0.40 ,1,内蒙古,家具,小型企业,2017/1/15
CN-2017-3476099,4667,17%,793,2017/9/3,中国,西南,开远,书架,秦淑芳,0.00 ,6,云南,家具,公司,2017/8/30
CN-2017-3476099,123,35%,43,2017/9/3,中国,西南,开远,系固件,秦淑芳,0.00 ,2,云南,办公用品,公司,2017/8/30
CN-2017-3476099,278,9%,25,2017/9/3,中国,西南,开远,用品,秦淑芳,0.00 ,3,云南,办公用品,公司,2017/8/30
CN-2017-1197917,1118,35%,391,2017/4/16,中国,中南,汕头,电话,袁梅,0.00 ,3,广东,技术,公司,2017/4/11
US-2015-4719760,41,-10%,-4,2015/11/12,中国,华北,集宁,装订机,葛欢,0.40 ,2,内蒙古,办公用品,公司,2015/11/7
US-2015-4719760,96,-346%,-332,2015/11/12,中国,华北,集宁,美术,葛欢,0.80 ,7,内蒙古,办公用品,公司,2015/11/7
US-2015-4719760,2097,-23%,-490,2015/11/12,中国,华北,集宁,书架,葛欢,0.40 ,5,内蒙古,家具,公司,2015/11/7
US-2015-4719760,2876,-65%,-1871,2015/11/12,中国,华北,集宁,书架,葛欢,0.40 ,7,内蒙古,家具,公司,2015/11/7
US-2015-4719760,171,-35%,-60,2015/11/12,中国,华北,集宁,装订机,葛欢,0.40 ,2,内蒙古,办公用品,公司,2015/11/7
US-2015-4719760,3563,-22%,-772,2015/11/12,中国,华北,集宁,电话,葛欢,0.40 ,2,内蒙古,技术,公司,2015/11/7
CN-2018-2102819,239,13%,31,2018/10/18,中国,华东,青州,标签,刘明,0.00 ,5,山东,办公用品,公司,2018/10/14
US-2016-1964482,2830,-5%,-142,2016/9/26,中国,西南,永川,复印机,林关茵,0.20 ,4,重庆,技术,消费者,2016/9/22
US-2016-1964482,681,26%,177,2016/9/26,中国,西南,永川,美术,林关茵,0.00 ,3,重庆,办公用品,消费者,2016/9/22
CN-2016-1966706,540,27%,146,2016/9/11,中国,东北,双阳,收纳具,贾松,0.00 ,2,吉林,办公用品,消费者,2016/9/7
CN-2016-1966706,222,50%,111,2016/9/11,中国,东北,双阳,信封,贾松,0.00 ,2,吉林,办公用品,消费者,2016/9/7
CN-2018-4800042,60,4%,2,2018/5/18,中国,华东,南昌,系固件,白忠,0.00 ,1,江西,办公用品,消费者,2018/5/13
US-2018-2513055,5081,-55%,-2795,2018/10/12,中国,东北,沈阳,器具,邢宁,0.40 ,6,辽宁,办公用品,公司,2018/10/8
US-2018-2513055,1128,-7%,-75,2018/10/12,中国,东北,沈阳,装订机,邢宁,0.40 ,8,辽宁,办公用品,公司,2018/10/8
US-2018-2513055,168,8%,13,2018/10/12,中国,东北,沈阳,信封,邢宁,0.00 ,4,辽宁,办公用品,公司,2018/10/8
US-2018-2513055,176,10%,17,2018/10/12,中国,东北,沈阳,信封,邢宁,0.00 ,2,辽宁,办公用品,公司,2018/10/8
